gen_name,gen_country_second,gen_year,gen_election,ques_respositions,ques_numitems,ques_dnk,ques_weights,pos_method,vis_single,vis_rank_quant,vis_rank_notquant,vis_twodim,vis_threedim,vis_spider,designer_uni,designer_comp,designer_media,designer_ngo,elec_vaa,elec_ballot,elec_parliament,elec_electors,elec_users,website,Note,gen_country_first,match_cityblock,match_euclidean,match_agreement,match_2d,match_3d,match_6d,type,format,gen_weights
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,176,242,51,29482,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Lohja,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,204,384,51,36971,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,191,289,51,36161,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,117,193,43,23118,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Espoo,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,571,701,75,194496,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,207,292,51,30796,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Askola,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,33,60,27,3728,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,108,187,43,13073,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Pukkila,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,16,37,21,1572,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Inkoo,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,46,87,27,4326,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Helsinki,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,902,1064,85,499692,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Kerava,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,179,242,51,27394,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Nummi-Pusula,2012,Municipality,,,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,,,,,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Karjalohja,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,204,384,51,36971,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Kirkkonummi,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,177,249,51,27455,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Pornainen,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,30,62,27,3596,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Karkkila,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,61,100,35,7265,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Sipoo,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,117,170,43,14040,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Tuusula,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,162,262,51,28127,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Raasepori,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,118,235,43,23247,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Hanko,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,35,100,35,7624,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Vihti,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,120,178,43,21555,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,16,51,21,2298,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,13,36,21,1602,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Porvoo,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,189,283,51,38261,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Vantaa,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,507,643,67,159470,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Kauniainen,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,79,103,35,6700,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Loviisa,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,88,177,59,12649,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,Siuntio,2012,Municipality,3,25,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,84,119,27,4603,,http://www.vaalikone.fi/kunta2012/,,Finland,0,0,1,0,0,0,Candidate,Options,0.034482758
Vaalikone,,2006,President,4,29,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,8,8,,,,http://www2.vaalikone.fi/presidentti2006/kysymyslomake.jsp?VP=1007,,Finland,0,0,1,0,0,0,Candidate,Options,1.000000000
Vaalikone,,2012,President,3,28,0,0,Candidate,0,1,0,0,0,0,0,0,1,0,2,2,,,,http://www.vaalikone.fi/presidentti2012/kysymykset/,,Finland,0,0,1,0,0,0,Candidate,Options,1.000000000
Valasztasom,,2010,Lower House,4,25,0,1,Manifesto,0,1,0,0,0,0,0,0,0,1,5,,,,,http://valasztasom.hu/,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Verto,,2015,Lower House,2,36,0,0,Elite,0,1,0,0,0,0,0,1,0,0,,,,,,https://verto.vote/#/,,United Kingdom,0,0,1,0,0,0,Party,Scale,1.000000000
Vimentis,,2011,Lower House,6,34,1,0,Candidate,0,1,0,1,0,1,0,0,0,1,,,,,,http://www.vimentis.ch/wahlen/resultate?wahl=23&wahlkreis=212,,Switzerland,0,0,1,1,0,0,Party,Scale,1.000000000
Vimentis,,2011,Upper House,6,34,1,0,Candidate,0,1,0,1,0,1,0,0,0,1,,,,,,http://www.vimentis.ch/wahlen/resultate?wahl=23&wahlkreis=212,,Switzerland,0,0,1,1,0,0,Candidate,Scale,1.000000000
Voi Siete Qui,,2014,European Parliament,6,25,0,0,Elite,0,1,0,0,0,0,0,0,0,1,,,,,211673,http://europee2014.voisietequi.it/,,Italy,0,0,1,0,0,0,Party,Scale,1.000000000
Voi Siete Qui,,2006,Lower House,6,25,0,0,Elite,0,1,0,0,0,0,0,0,0,1,,,,,500000,,,Italy,0,0,1,0,0,0,Party,Scale,1.000000000
Voi Siete Qui,,2008,Lower House,6,25,0,0,Elite,0,1,0,0,0,0,0,0,0,1,,,,,850000,,,Italy,0,0,1,0,0,0,Party,Scale,1.000000000
Voi Siete Qui,,2013,Lower House,6,25,0,0,Elite,0,1,0,0,0,0,0,0,0,1,15,,,,,http://www.politische2013.voisietequi.it,,Italy,0,0,1,0,0,0,Party,Scale,1.000000000
Vokskabin,,2014,European Parliament,3,26,1,1,Elite,0,1,0,0,0,0,1,0,0,0,,,,,825,http://www.vokskabin.hu/de/Questionnaire/EuropeanParlament2014,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Vokskabin,,2014,Lower House,3,26,1,1,Elite,0,1,0,0,0,0,0,0,0,0,,,,,27757,http://www.vokskabin.hu/de/Questionnaire/ParliamentaryElections2014,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Vokskabin,,2014,Region,3,39,1,1,Elite,0,1,0,0,0,0,1,0,0,0,,,,,658,http://www.vokskabin.hu/de/Questionnaire/Municipal2014,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Vokskabin,,2015,Other,3,21,1,1,Elite,0,1,0,0,0,0,1,0,0,0,,,,,24712,http://www.vokskabin.hu/de/Questionnaire/MenWomen,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Vokskabin,,2015,Other,3,31,1,1,Elite,0,1,0,0,0,0,1,0,0,0,,,,,24279,http://www.vokskabin.hu/de,,Hungary,0,0,1,0,0,0,Party,Scale,1.000000000
Volebnikalkulacka,,2014,European Parliament,3,,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,,,,,,http://volebnikalkulacka.cz/evropsky-parlament-2014/,,Czechia,0,0,1,0,0,0,Party,Scale,1.000000000
Volebnikalkulacka,,2013,Lower House,5,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://www.euprofiler.eu/,,Germany,0,0,1,0,0,0,Party,Scale,1.000000000
Volebnikalkulacka, Praha 8,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Chrudim,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,9,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Karvina,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Budejovice,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka,,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Rokycany,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Trebic,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Praha 2,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Svitavy,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Sumperk,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Sokolov,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka,Jihocesky,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Prostejov,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Praha 4,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Teplice,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka,Plzensky,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Nachod,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka,  Jablonec nad Nisou,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Benesov,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,11,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Zlin,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Chomutov,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Brno,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Breclav,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,7,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Vsetin,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Domazlice,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,6,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Opava,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Ostrava-mesto,2012,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,3,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Vsetin,2013,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,4,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka, Zlin,2014,Upper House,3,38,1,1,Elite,0,1,0,0,0,0,0,0,0,1,5,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,0.034482758
Volebnikalkulacka,Stredocesky,2012,Region,3,20,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,12,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka, Litomerice,2012,Region,3,19,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,8,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka, Mlada Boleslav,2012,Region,3,17,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Vysocina,2012,Region,3,18,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Pardubicky,2012,Region,3,17,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,11,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Liberecky,2012,Region,3,18,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,9,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Jihomoravsky,2012,Region,3,20,1,1,Elite,0,1,0,0,0,0,0,0,0,1,23,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Olomoucky,2012,Region,3,16,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,11,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Kralovehradecky,2012,Region,3,21,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,15,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,Karlovarsky,2012,Region,3,18,1,1,Candidate,0,1,0,0,0,0,0,0,0,1,10,,,,,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Party,Scale,0.100000000
Volebnikalkulacka,,2013,President,3,30,1,1,Elite,0,1,0,0,0,0,0,0,0,1,2,,,,936936,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,1.000000000
Volebnikalkulacka,,2013,President,3,45,1,1,Elite,0,1,0,0,0,0,0,0,0,1,8,,,5230859,840000,http://volebnikalkulacka.cz/archive/,,Czechia,0,0,1,0,0,0,Candidate,Scale,1.000000000
Volebnikalkulacka,,2014,European Parliament,3,,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,,,Slovakia,0,0,1,0,0,0,Candidate,Scale,1.000000000
Volebnikalkulacka,,2015,Lower House,3,,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,,http://volebnikalkulacka.cz/velka-britanie-2015/,,United Kingdom,0,0,1,0,0,0,Candidate,Scale,1.000000000
Volebnikalkulacka,,2016,Lower House,3,,1,1,Elite,0,1,0,0,0,0,0,0,0,1,,,,,250000,https://volebnakalkulacka.sk/volby-2016/,,Slovakia,0,0,1,0,0,0,Candidate,Scale,1.000000000
Vote Compass,,2011,Lower House,6,30,1,1,Kieskompas-method,0,1,0,1,0,0,0,1,0,0,5,18,,14720580,1290000,http://votecompass.ca/results/ca-2011/,,Canada,1,0,0,1,0,0,Party,Scale,1.000000000
